name,brand,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_Madison,Exterior Color,Interior Color,Transmission,Drivetrain
2018 Audi A4 2.0T ultra Premium,Audi,Blue,40250,Audi Morton Grove,(888) 510-2233,4.5,213,,109,Moonlight Blue Metallic,Rock Gray,7-Speed Automatic with Auto-Shift,FWD
2018 Audi A4 2.0T Prestige,Audi,White,54390,Audi Morton Grove,(888) 510-2233,4.5,213,,109,Glacier White Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Blue,49780,Audi North Shore,(414) 375-4847,3.5,14,,75,Moonlight Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,44925,Audi Morton Grove,(888) 510-2233,4.5,213,,109,Brilliant Black,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,44995,Lujack's Northpark Autoplaza,(888) 481-5702,3.5,5,,119,Manhattan Gray Metallic,Black,Automatic,AWD
2018 Audi A4 2.0T Premium Plus,Audi,White,45365,Continental Audi of Naperville,(888) 514-9110,4.8,470,,111,Ibis White,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,45525,Audi North Shore,(414) 375-4847,3.5,14,,75,Brilliant Black,Atlas Beige / Gray,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,,International Autos,(414) 203-5342,3.8,56,,71,Mythos Black Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,,International Autos,(414) 203-5342,3.8,56,,71,Mythos Black Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,,International Autos,(414) 203-5342,3.8,56,,71,Mythos Black Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,,International Autos,(414) 203-5342,3.8,56,,71,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,,International Autos,(414) 203-5342,3.8,56,,71,Brilliant Black,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,White,,International Autos,(414) 203-5342,3.8,56,,71,Glacier White Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Blue,,International Autos,(414) 203-5342,3.8,56,,71,Moonlight Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,,International Autos,(414) 203-5342,3.8,56,,71,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,White,,International Autos,(414) 203-5342,3.8,56,,71,Glacier White Metallic,Black / Express Red,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,,International Autos,(414) 203-5342,3.8,56,,71,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,White,,International Autos,(414) 203-5342,3.8,56,,71,Glacier White Metallic,Black / Express Red,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Blue,,International Autos,(414) 203-5342,3.8,56,,71,Moonlight Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,White,,International Autos,(414) 203-5342,3.8,56,,71,Glacier White Metallic,Black / Express Red,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,,International Autos,(414) 203-5342,3.8,56,,71,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2017 Audi A4 2.0T Premium quattro,Audi,Silver,,"International Autos Jaguar, Land Rover, Subaru, Volvo Cars",(866) 968-7405,4.7,97,,131,Florett Silver Metallic,Black,Automatic,AWD
2017 Audi A4 2.0T Premium quattro,Audi,Silver,,"International Autos Jaguar, Land Rover, Subaru, Volvo Cars",(866) 968-7405,4.7,97,,131,Florett Silver Metallic,Black,Automatic,AWD
2017 Audi A4 2.0T Premium quattro,Audi,Silver,,"International Autos Jaguar, Land Rover, Subaru, Volvo Cars",(866) 968-7405,4.7,97,,131,Florett Silver Metallic,Black,Automatic,AWD
2018 Audi A4 2.0T Premium Plus,Audi,White,,Carousel Motors,(319) 800-6780,4.8,147,,145,Glacier White Metallic,Black,Automatic,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Blue,,My Auto Import Center,(231) 981-0049,4.9,578,,164,Moonlight Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,,My Auto Import Center,(231) 981-0049,4.9,578,,164,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,White,,My Auto Import Center,(231) 981-0049,4.9,578,,164,Glacier White Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
